,id,title,name1,latitude,longitude,address,city,county,state,zip,county,active,grade_updated,dry_grade,wet_grade,annual_summer_dry,annual_year_wet,annual_winter_dry,annual_year,grade_created
579,571,Schoonmaker Beach,Schoonmaker Beach,37.863900000000000,-122.489500000000000,,Sausalito,Marin,CA,94965,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
580,427,Scott Creek Beach at Scott Creek,Scott Creek Beach,37.038572000000000,-122.229337000000000,,Davenport,Santa Cruz,CA,95017,Santa Cruz,True,2019-03-15T00:00:00.000Z,ns,,ns,A+,ns,2018,2019-03-15T00:00:00.000Z
581,438,Seabright Beach,Seabright Beach,36.962675000000000,-122.008562000000000,,Santa Cruz,Santa Cruz,CA,95062,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,B,A,A,A,2018,2021-04-02T00:00:00.000Z
582,446,Seacliff State Beach,Seacliff State Beach,36.971111000000000,-121.913503000000000,,Aptos,Santa Cruz,CA,95003,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,A,2018,2021-04-02T00:00:00.000Z
583,508,"Seal Beach Pier, 250ft. downcoast",Seal Beach,33.737786000000000,-118.106239000000000,,Seal Beach,Orange,CA,90740,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,D,A,2018,2021-03-26T00:00:00.000Z
584,140,Seal Beach- projection of 14th Street,Seal Beach,33.736432000000000,-118.102301000000000,,Seal Beach,Orange,CA,90740,Orange,True,2021-03-26T00:00:00.000Z,A+,F,A+,F,A,2018,2021-03-26T00:00:00.000Z
585,138,Seal Beach- projection of 1st Street,Seal Beach,33.739604000000000,-118.115318000000000,,Seal Beach,Orange,CA,90740,Orange,True,2021-04-02T00:00:00.000Z,A+,D,A,F,C,2018,2021-04-02T00:00:00.000Z
586,139,Seal Beach- projection of 8th Street,Seal Beach,33.738500000000000,-118.108000000000000,,Seal Beach,Orange,CA,90740,Orange,True,2021-03-26T00:00:00.000Z,A,F,A,C,A,2018,2021-03-26T00:00:00.000Z
587,94,Seaside Wilderness Park- 400 yds. north of Ventura River,Seaside Wilderness Park,34.278815000000000,-119.315923000000000,,San Buenaventura,Ventura,CA,93001,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
588,520,Sewers at Silver Shoals Dr.,Pismo Beach,35.166768000000000,-120.694008000000000,,Pismo Beach,San Luis Obispo,CA,93449,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-04-02T00:00:00.000Z
589,461,"Sharp Park Beach, projection of Birch Ln.",Sharp Park Beach,37.631522000000000,-122.494555000000000,,Pacifica,San Mateo,CA,94044,San Mateo,True,2020-03-20T00:00:00.000Z,A+,A+,ns,A+,ns,2018,2020-03-20T00:00:00.000Z
590,460,"Sharp Park Beach, projection of San Jose Av.",Sharp Park Beach,37.634004000000000,-122.494467000000000,,Pacifica,San Mateo,CA,94044,San Mateo,True,2020-03-20T00:00:00.000Z,A+,A+,ns,A+,ns,2018,2020-03-20T00:00:00.000Z
591,547,Shell Beach,Shell Beach,38.116600000000000,-122.873400000000000,,Inverness,Marin,CA,94937,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
592,119,Silverstrand Beach - San Nicholas Avenue,Silverstrand Beach,34.156775000000000,-119.225454000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
593,120,Silverstrand Beach - Santa Paula Avenue,Silverstrand Beach,34.152342000000000,-119.220286000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
594,121,Silverstrand Beach- Sawtelle Avenue,Silverstrand Beach,34.147258000000000,-119.217222000000000,,Oxnard,Ventura,CA,93035,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A+,2018,2021-04-02T00:00:00.000Z
595,303,"Solana Beach, Fletcher Cove (proj. of Lomas Santa Fe Dr.)",Solana Beach,32.991308000000000,-117.274640000000000,,Solana Beach,San Diego -- San Elijo,CA,92075,San Diego -- San Elijo,True,2021-03-19T00:00:00.000Z,A+,A+,A,B,A+,2018,2021-03-19T00:00:00.000Z
596,304,"Solana Beach, Seascape Surf Beach Park",Solana Beach,32.985710000000000,-117.273470000000000,,Solana Beach,San Diego,CA,92075,San Diego,True,2019-03-15T00:00:00.000Z,ns,,A+,ns,ns,2018,2019-03-15T00:00:00.000Z
597,302,"Solana Beach, Tide Beach Park (proj. of Solana Vista Dr.)",Solana Beach,32.996569,-117.276194,,Solana Beach,San Diego -- San Elijo,CA,92075,San Diego -- San Elijo,True,2021-03-19T00:00:00.000Z,A+,A+,A+,D,A+,2018,2021-03-19T00:00:00.000Z
598,92,Solimar Beach- East Gate at Creek,Solimar Beach,34.310402000000000,-119.358910000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,A,2018,2021-04-02T00:00:00.000Z
599,91,"Solimar Beach- north, south of drain at cypress tree",Solimar Beach,34.317356109000000,-119.366958600000000,,San Buenaventura,Ventura,CA,93001,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
600,597,Solstice Canyon at Dan Blocker County Beach,Dan Blocker County Beach,34.032639000000000,-118.742123000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A+,A+,2018,2021-04-02T00:00:00.000Z
601,219,South Aliso County Beach,Aliso Creek Beach,33.508253000000000,-117.751837000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,,,,,2021-03-26T00:00:00.000Z
602,105,South Jetty (Beach south of jetty),South Jetty,34.245100000000000,-119.267958000000000,,San Buenaventura,Ventura,CA,93001,Ventura,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
603,223,"South Laguna- 9th Av., 1000 Steps Beach",9th St.1000 Steps Beach,33.497861000000000,-117.741792000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,A,A+,2018,2021-03-26T00:00:00.000Z
604,220,South Laguna- Camel Point at Camel Point Dr.,Camel Point,33.507000000000000,-117.751000000000000,,Laguna Niguel,Orange,CA,92651,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A,F,A,2018,2021-03-26T00:00:00.000Z
605,222,South Laguna- Laguna Lido Apt.,Laguna Lido Apt.,33.500510000000000,-117.745040000000000,,Laguna Niguel,Orange,CA,92677,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-03-26T00:00:00.000Z
606,221,South Laguna- Table Rock at Table Rock Dr.,Table Rock,33.503634000000000,-117.747716000000000,,Monarch Bay,Orange,CA,92629,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,F,A+,2018,2021-03-26T00:00:00.000Z
607,488,"South Laguna-Aliso Creek Beach, proj. of Aliso Beach entrance",Aliso Creek Beach,33.509130000000000,-117.752474000000000,,Laguna Niguel,Orange,CA,92651,Orange,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
608,457,"Spanish Bay (Moss Beach), end of 17 mile drive",Spanish Bay,36.608563000000000,-121.951940000000000,,Pebble Beach,Monterey,CA,93953,Monterey,True,2021-03-05T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2021-03-05T00:00:00.000Z
609,521,Spyglass Dr. near Spyglass Park,Pismo Beach,35.159752855000000,-120.686008600000000,,,San Luis Obispo,CA,,San Luis Obispo,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
610,130,Staircase Beach- Bottom of Footpath,Staircase Beach,34.047184000000000,-118.950487000000000,,Malibu,Ventura,CA,90265,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
611,482,Stillwater Cove Regional Park Beach,Stillwater Cove Regional Park Beach,38.546902933000000,-123.297521637000000,,Jenner,Sonoma,CA,95450,Sonoma,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
612,458,"Stillwater Cove, at Beach and Tennis Club",Stillwater Cove,36.566317000000000,-121.943142000000000,,Pebble Beach,Monterey,CA,93953,Monterey,True,2021-03-05T00:00:00.000Z,A+,ns,A,A+,ns,2018,2021-03-05T00:00:00.000Z
613,560,"Stinson Beach, Central",Stinson Beach,37.896011000000000,-122.641444000000000,,Stinson Beach,Marin,CA,,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
614,559,"Stinson Beach, North",Stinson Beach,37.897200000000000,-122.643000000000000,,,Marin,CA,,Marin,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
615,561,"Stinson Beach, South",Stinson Beach,37.893900000000000,-122.638200000000000,,Stinson Beach,Marin,CA,,Marin,False,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
616,523,Studio Drive parking lot near Old Creek,Cayucos State Beach,35.433000000000000,-120.888000000000000,,Cayucos,San Luis Obispo,CA,93430,San Luis Obispo,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,A,2018,2021-04-02T00:00:00.000Z
617,610,Summerland Beach,Summerland Beach,34.419390000000000,-119.601604000000000,,Carpinteria,Santa Barbara,CA,93013,Santa Barbara,True,2021-04-02T00:00:00.000Z,A+,ns,A,B,A,2018,2021-04-02T00:00:00.000Z
618,2072,Sunny Cove Beach,SunnyCove Beach,36.960481000000000,-121.989342000000000,,Santa Cruz,Santa Cruz,CA,95062,Santa Cruz,True,2019-10-18T00:00:00.000Z,A+,ns,,,,,2019-10-18T00:00:00.000Z
619,450,Sunset Beach,Sunset Beach,36.895383000000000,-121.839329000000000,,La Selva Beach,Santa Cruz,CA,95076,Santa Cruz,True,2019-03-15T00:00:00.000Z,ns,,ns,A+,ns,2018,2019-03-15T00:00:00.000Z
620,142,Sunset Beach- projection of Broadway,Sunset Beach,33.716430000000000,-118.072350000000000,,Sunset Beach,Orange,CA,90742,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-03-26T00:00:00.000Z
621,358,"Sunset Cliffs, downcoast of Newbreak Beach",Sunset Cliffs,32.698700000000000,-117.256000000000000,,San Diego,San Diego,CA,92106,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
622,357,"Sunset Cliffs, projection of Ladera Street",Sunset Cliffs,32.719459000000000,-117.256957000000000,,San Diego,San Diego,CA,92107,San Diego,False,2021-04-02T00:00:00.000Z,A+,A+,A+,ns,ns,2018,2021-04-02T00:00:00.000Z
623,384,Surf Beach (1/2 mile downcoast from Ocean Beach),Surf Beach,118.000000000000000,100.000000000000000,,,Santa Barbara,CA,,Santa Barbara,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
624,471,"Surfer's Beach, southend of riprap",Surfer's Beach,37.499736000000000,-122.468995000000000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,A+,D,D,C,F,2018,2021-04-02T00:00:00.000Z
625,95,Surfer's Point at Seaside- Across from Handicap Footpath,Surfer’s Point,34.273006439000000,-119.305030822000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
626,106,Surfers' Knoll- Out from Parking Lot,Surfer’s Knoll,34.241502000000000,-119.267744000000000,,San Buenaventura,Ventura,CA,93001,Ventura,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
627,10,Surfrider Beach (breach location),Surfrider Beach,34.034304000000000,-118.678384000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A,C,,,,,2021-04-02T00:00:00.000Z
628,8,Surfrider Beach at Malibu Colony fence,Surfrider Beach,34.030707000000000,-118.682622000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,ns,,,,,2021-04-02T00:00:00.000Z
629,141,Surfside Beach projection of Sea Way,Surfside Beach,33.726767000000000,-118.083980000000000,,Sunset Beach,Orange,CA,90742,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,C,A,2018,2021-03-26T00:00:00.000Z
630,127,Sycamore Cove Beach- South of Creek,Sycamore Cove Beach,34.070354000000000,-119.014049000000000,,Camarillo,Ventura,CA,93011,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A+,A+,ns,2018,2020-11-06T00:00:00.000Z
631,126,Thornhill Broome Beach- South of Campground,Thornhill Broome Beach,34.082593000000000,-119.035782000000000,,Camarillo,Ventura,CA,93011,Ventura,True,2020-11-06T00:00:00.000Z,A+,ns,A,A+,ns,2018,2020-11-06T00:00:00.000Z
632,224,Three Arch Bay- mid-cove,Three Arch Bay,33.488958000000000,-117.735990000000000,,Capistrano Beach,Orange,CA,92624,Orange,True,2021-03-26T00:00:00.000Z,A+,A+,A+,B,A+,2018,2021-03-26T00:00:00.000Z
633,431,Three-mile Beach at Lombardi Creek,Three-mile Beach at Lombardi Creek,118.000000000000000,80.000000000000000,,,Santa Cruz,CA,,Santa Cruz,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
634,378,"Tijuana Slough NWRS, 3/4 mi. no. of Tijuana River",Tijuana Slough NWRS,32.562980000000000,-117.132195000000000,,Imperial Beach,San Diego,CA,91932,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A,F,ns,2018,2021-04-02T00:00:00.000Z
635,379,"Tijuana Slough NWRS, Tijuana Rivermouth",Tijuana Slough NWRS,32.556141000000000,-117.129047000000000,,Imperial Beach,San Diego,CA,91932,San Diego,True,2021-04-02T00:00:00.000Z,F,F,A,F,ns,2018,2021-04-02T00:00:00.000Z
636,14,Topanga Beach at creek mouth,Topanga Beach,34.037813000000000,-118.582608000000000,,Pacific Palisade,Los Angeles -- LA City,CA,90272,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,F,,,,,2021-04-02T00:00:00.000Z
637,50,Torrance Beach at Avenue I drain,Torrance Beach,33.819824000000000,-118.391073000000000,,Redondo Beach,Los Angeles -- Redondo,CA,90277,Los Angeles -- Redondo,True,2021-04-02T00:00:00.000Z,A+,F,,,,,2021-04-02T00:00:00.000Z
638,309,"Torrey Pines, Los Penasquitos Lagoon outlet",Torrey Pines,32.933700000000000,-117.260500000000000,,San Diego,San Diego,CA,92130,San Diego,True,2021-04-02T00:00:00.000Z,A+,A+,A,A+,F,2018,2021-04-02T00:00:00.000Z
639,513,"Torry Pines, Anderson Canyon, proj. Carmel Valley Rd.",Torrey Pines,32.942100000000000,-117.262300000000000,,Del Mar,San Diego,CA,92014,San Diego,False,2019-03-15T00:00:00.000Z,ns,,,,,,2019-03-15T00:00:00.000Z
640,536,Trinidad State Beach near Mill Creek,Trinidad State Beach,41.061694000000000,-124.148831000000000,,Westhaven,Humboldt,CA,95570,Humboldt,True,2020-11-06T00:00:00.000Z,A+,ns,C,C,ns,2018,2020-11-06T00:00:00.000Z
641,602,Tuna Canyon,Tuna Canyon,34.039030000000000,-118.589840000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-03-26T00:00:00.000Z,A+,A+,ns,A+,ns,2018,2021-03-26T00:00:00.000Z
642,439,Twin Lakes Beach,Twin Lakes Beach,36.961509000000000,-121.998108000000000,,Santa Cruz,Santa Cruz,CA,95062,Santa Cruz,True,2021-04-02T00:00:00.000Z,A+,A+,A+,A,A,2018,2021-04-02T00:00:00.000Z
643,558,Upton Beach (Calle Del Ribera),,118.000000000000000,3.000000000000000,,,Marin,CA,,Marin,False,,,,,,,,
644,577,Van Damme State Park at the Little River,Van Damme State Park,39.273691000000000,-123.791895000000000,,,Mendocino,CA,,Mendocino,True,2020-11-06T00:00:00.000Z,A+,ns,A,B,ns,2018,2020-11-06T00:00:00.000Z
645,28,Venice Beach at Brooks Ave. drain,Venice City Beach,33.988974000000000,-118.478767000000000,,Venice,Los Angeles,CA,90291,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
646,473,Venice Beach at Frenchmans Creek,Venice Beach,37.480008000000000,-122.451502000000000,,Half Moon Bay,San Mateo,CA,94019,San Mateo,True,2021-04-02T00:00:00.000Z,A,B,C,F,F,2018,2021-04-02T00:00:00.000Z
647,29,Venice Beach at Windward Ave. drain,Venice City Beach,33.985178000000000,-118.476696000000000,,Venice,Los Angeles -- LA City,CA,90291,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
648,31,Venice Beach- projection of Topsail St.,Venice City Beach,33.967282000000000,-118.460483000000000,,Marina Del Rey,Los Angeles,CA,90292,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
649,605,"Venice City Beach, at the Rose Ave. storm drain",Venice City Beach,33.993230000000000,-118.482381000000000,,Venice,Los Angeles -- LA City,CA,90291,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,A+,F,A+,2018,2021-04-02T00:00:00.000Z
650,30,Venice Fishing Pier - 50 yards south,Venice City Beach,33.977997000000000,-118.467733000000000,,Marina Del Rey,Los Angeles,CA,90292,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
651,390,Waddell Creek Beach at Waddell Creek,Waddell Creek Beach,37.096256000000000,-122.280073000000000,,Davenport,Santa Cruz,CA,95017,Santa Cruz,True,2019-03-15T00:00:00.000Z,ns,,ns,A+,ns,2018,2019-03-15T00:00:00.000Z
652,595,"Walnut Creek outlet, projection of Wildlife Road",Point Dume,34.013680000000000,-118.792010000000000,,Malibu,Los Angeles -- LA City,CA,90265,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
653,1056,West Street (Point Zero),West Street,33.504150000000000,-117.748120000000000,,,Orange,CA,,Orange,True,2021-03-26T00:00:00.000Z,ns,A+,,,,,2021-03-26T00:00:00.000Z
654,58,"Wilder Annex, San Pedro",Wilder Annex,33.707601000000000,-118.295355000000000,,San Pedro,Los Angeles -- LA Sanitation,CA,90731,Los Angeles -- LA Sanitation,True,2020-11-06T00:00:00.000Z,A+,ns,,,,,2020-11-06T00:00:00.000Z
655,15,Will Rogers State Beach at 17200 PCH (1/4 mile east of Sunset drain),Will Rogers State Beach,34.039109000000000,-118.550592000000000,,Pacific Palisade,Los Angeles,CA,90272,Los Angeles,True,2020-11-06T00:00:00.000Z,A+,ns,,,,,2020-11-06T00:00:00.000Z
656,16,Will Rogers State Beach at Bel Air Bay Club drain near fence,Will Rogers State Beach,34.038321000000000,-118.545208000000000,,Pacific Palisade,Los Angeles,CA,90272,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
657,17,Will Rogers State Beach at Pulga Canyon storm drain,Will Rogers State Beach,34.037545000000000,-118.542837000000000,,Los Angeles,Los Angeles -- LA City,CA,90272,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A+,,,,,2021-04-02T00:00:00.000Z
658,19,Will Rogers State Beach at Santa Monica Canyon drain (Chautauqua),Will Rogers State Beach,34.026854000000000,-118.520606000000000,,Pacific Palisade,Los Angeles -- LA City,CA,90272,Los Angeles -- LA City,True,2021-04-02T00:00:00.000Z,A+,A,,,,,2021-04-02T00:00:00.000Z
659,18,Will Rogers State Beach at Temescal Canyon drain,Will Rogers State Beach,34.034713000000000,-118.536603000000000,,Pacific Palisade,Los Angeles,CA,90272,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,F,,,,,2021-04-02T00:00:00.000Z
660,321,"Windansea Beach, projection of Playa Del Norte",Windansea Beach,32.8299,-117.2807,,La Jolla,San Diego,CA,92037,San Diego,True,2021-04-02T00:00:00.000Z,A+,ns,A+,ns,ns,2018,2021-04-02T00:00:00.000Z
661,4,Zuma Beach at Zuma Creek mouth,Zuma Beach,34.013671000000000,-118.821603000000000,,Malibu,Los Angeles,CA,90265,Los Angeles,True,2021-04-02T00:00:00.000Z,A+,ns,A,A+,A,2018,2021-04-02T00:00:00.000Z
